,Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes
410,37.0,Sun,2021-05-16,18:30,Valencia,1.3,4–1,2.3,Eibar,2689.0,Estadio de Mestalla,Valentín Pizarro,Match Report,
411,37.0,Sun,2021-05-16,18:30,Alavés,2.4,4–2,0.8,Granada,,Estadio de Mendizorroza,José Sánchez,Match Report,
412,37.0,Sun,2021-05-16,18:30,Atlético Madrid,2.6,2–1,0.3,Osasuna,,Estadio Wanda Metropolitano,Juan Martínez,Match Report,
413,37.0,Sun,2021-05-16,18:30,Athletic Club,0.7,0–1,1.0,Real Madrid,,San Mamés,Antonio Matéu Lahoz,Match Report,
414,37.0,Sun,2021-05-16,18:30,Barcelona,2.5,1–2,0.7,Celta Vigo,,Camp Nou,Ricardo de Burgos,Match Report,
415,37.0,Sun,2021-05-16,18:30,Getafe,0.5,2–1,0.5,Levante,,Coliseum Alfonso Pérez,Adrián Cordero,Match Report,
416,,,,,,,,,,,,,,
417,38.0,Fri,2021-05-21,21:00,Levante,1.5,2–2,0.5,Cádiz,,Estadio Ciudad de Valencia,Daniel Ask,Match Report,
418,38.0,Sat,2021-05-22,18:00,Real Madrid,1.2,2–1,0.6,Villarreal,,Estadio Alfredo Di Stéfano,José Luis Munuera,Match Report,
419,38.0,Sat,2021-05-22,18:00,Huesca,1.3,0–0,0.5,Valencia,,Estadio El Alcoraz,Guillermo Cuadra,Match Report,
420,38.0,Sat,2021-05-22,18:00,Osasuna,0.4,0–1,2.0,Real Sociedad,,Estadio El Sadar,Jorge Figueroa,Match Report,
421,38.0,Sat,2021-05-22,18:00,Elche,1.0,2–0,0.5,Athletic Club,3518.0,Estadio Manuel Martínez Valero,Carlos del Cerro,Match Report,
422,38.0,Sat,2021-05-22,18:00,Celta Vigo,1.3,2–3,2.3,Betis,1738.0,Estadio de Balaídos,Jesús Gil,Match Report,
423,38.0,Sat,2021-05-22,18:00,Valladolid,1.1,1–2,1.4,Atlético Madrid,,Estadio Municipal José Zorrilla,José Sánchez,Match Report,
424,38.0,Sat,2021-05-22,18:00,Eibar,1.7,0–1,0.3,Barcelona,,Estadio Municipal de Ipurúa,Santiago Jaime,Match Report,
425,38.0,Sun,2021-05-23,18:30,Granada,0.4,0–0,0.6,Getafe,,Estadio Nuevo Los Cármenes,David Medié,Match Report,
426,38.0,Sun,2021-05-23,21:00,Sevilla,0.4,1–0,1.1,Alavés,,Estadio Ramón Sánchez Pizjuán,Isidro Díaz de Mera,Match Report,
