,Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes
384,35.0,Sun,2024-05-12,16:15,Atlético Madrid,,,,Celta Vigo,,Estadio Cívitas Metropolitano,,Head-to-Head,
385,35.0,Sun,2024-05-12,18:30,Valencia,,,,Rayo Vallecano,,Estadio de Mestalla,,Head-to-Head,
386,35.0,Sun,2024-05-12,21:00,Betis,,,,Almería,,Estadio Benito Villamarín,,Head-to-Head,
387,35.0,Mon,2024-05-13,21:00,Barcelona,,,,Real Sociedad,,Estadi Olímpic Lluís Companys,,Head-to-Head,
388,,,,,,,,,,,,,,
389,36.0,Tue,2024-05-14,19:30,Osasuna,,,,Mallorca,,Estadio El Sadar,,Head-to-Head,
390,36.0,Tue,2024-05-14,21:30,Real Madrid,,,,Alavés,,Estadio Santiago Bernabéu,,Head-to-Head,
391,36.0,Tue,2024-05-14,22:00,Girona,,,,Villarreal,,Estadi Municipal de Montilivi,,Head-to-Head,
392,36.0,Wed,2024-05-15,19:30,Rayo Vallecano,,,,Granada,,Estadio del Rayo Vallecano,,Head-to-Head,
393,36.0,Wed,2024-05-15,19:30,Sevilla,,,,Cádiz,,Estadio Ramón Sánchez Pizjuán,,Head-to-Head,
394,36.0,Wed,2024-05-15,22:00,Celta Vigo,,,,Athletic Club,,Estadio Abanca Balaídos,,Head-to-Head,
395,36.0,Wed,2024-05-15,22:00,Getafe,,,,Atlético Madrid,,Coliseum Alfonso Pérez,,Head-to-Head,
396,36.0,Thu,2024-05-16,18:30,Las Palmas,,,,Betis,,Estadio de Gran Canaria,,Head-to-Head,
397,36.0,Thu,2024-05-16,21:30,Almería,,,,Barcelona,,Power Horse Stadium,,Head-to-Head,
398,36.0,Thu,2024-05-16,22:00,Real Sociedad,,,,Valencia,,Reale Arena,,Head-to-Head,
399,,,,,,,,,,,,,,
400,37.0,Sun,2024-05-19,19:00,Atlético Madrid,,,,Osasuna,,Estadio Cívitas Metropolitano,,Head-to-Head,
401,37.0,Sun,2024-05-19,19:00,Athletic Club,,,,Sevilla,,San Mamés,,Head-to-Head,
402,37.0,Sun,2024-05-19,19:00,Betis,,,,Real Sociedad,,Estadio Benito Villamarín,,Head-to-Head,
403,37.0,Sun,2024-05-19,19:00,Alavés,,,,Getafe,,Estadio de Mendizorroza,,Head-to-Head,
404,37.0,Sun,2024-05-19,19:00,Barcelona,,,,Rayo Vallecano,,Estadi Olímpic Lluís Companys,,Head-to-Head,
405,37.0,Sun,2024-05-19,19:00,Mallorca,,,,Almería,,Estadi Mallorca Son Moix,,Head-to-Head,
406,37.0,Sun,2024-05-19,19:00,Granada,,,,Celta Vigo,,Estadio Nuevo Los Cármenes,,Head-to-Head,
407,37.0,Sun,2024-05-19,19:00,Valencia,,,,Girona,,Estadio de Mestalla,,Head-to-Head,
408,37.0,Sun,2024-05-19,19:00,Cádiz,,,,Las Palmas,,Estadio Nuevo Mirandilla,,Head-to-Head,
409,37.0,Sun,2024-05-19,19:00,Villarreal,,,,Real Madrid,,Estadio de la Cerámica,,Head-to-Head,
410,,,,,,,,,,,,,,
411,38.0,Sun,2024-05-26,,Girona,,,,Granada,,Estadi Municipal de Montilivi,,Head-to-Head,
412,38.0,Sun,2024-05-26,,Almería,,,,Cádiz,,Power Horse Stadium,,Head-to-Head,
413,38.0,Sun,2024-05-26,,Getafe,,,,Mallorca,,Coliseum Alfonso Pérez,,Head-to-Head,
414,38.0,Sun,2024-05-26,,Rayo Vallecano,,,,Athletic Club,,Estadio del Rayo Vallecano,,Head-to-Head,
415,38.0,Sun,2024-05-26,,Real Madrid,,,,Betis,,Estadio Santiago Bernabéu,,Head-to-Head,
416,38.0,Sun,2024-05-26,,Real Sociedad,,,,Atlético Madrid,,Reale Arena,,Head-to-Head,
417,38.0,Sun,2024-05-26,,Las Palmas,,,,Alavés,,Estadio de Gran Canaria,,Head-to-Head,
418,38.0,Sun,2024-05-26,,Sevilla,,,,Barcelona,,Estadio Ramón Sánchez Pizjuán,,Head-to-Head,
419,38.0,Sun,2024-05-26,,Osasuna,,,,Villarreal,,Estadio El Sadar,,Head-to-Head,
420,38.0,Sun,2024-05-26,,Celta Vigo,,,,Valencia,,Estadio Abanca Balaídos,,Head-to-Head,
