Address,Price,Til salg,energyL,timeOnMarketB,timeOnMarketA,pay,sqmPr,sqm,floor,rooms,fees,built,renov,floorLvl,garage,toil,varme,oWall,area,roof,roofType,value,lastPrice,Til leje,depo,size,period,from
"https://www.boligsiden.dk/adresse/sofienhoejvej-1-3-318-2300-koebenhavn-s-01016680___1__3_318?udbud=63b64f5b-7c4f-4c6f-9400-7ba5662d4525
",1.700.000 kr.," Sofienhøjvej 1, 3. 318., København S - Ejerlejlighed på 44 m² - Boligsiden",D,411,0,85000,38636,,3,1,2134,1975,,4-3,,1,fjernvarme/blokvarme,,,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/vibegaardsvej-3-4600-koege-02599127___3_______?udbud=f683e9e1-0fe0-4b31-8f0e-72c75442e35a
",4.495.000 kr.," Vibegaardsvej 3, Køge - Landejendom på 174 m² - Boligsiden",D,396,0,225000,20956,15000,,8,3608,1951,,1-,,1,centralvarme med én fyringsenhed,,214.5,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/rathsacksvej-11-1-1862-frederiksberg-c-01470655__11__1____?udbud=47edf284-ce22-4d48-a1fc-e346ba766065
",12.995.000 kr.," Rathsacksvej 11, 1., Frederiksberg C - Villalejlighed på 165 m² - Boligsiden",E,117,0,650000,78758,394,1,6,7844,1885,1936,2-1,,1,fjernvarme/blokvarme,,,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/kornvaenget-6-3390-hundested-02600766___6_______?udbud=e97cd7d2-df42-47a7-b070-a013fbb70bc1
",1.495.000 kr.," Kornvænget 6, Hundested - Villa på 90 m² - Boligsiden",D,0,0,75000,15373,700,,3,2039,1966,,1-,,1,fjernvarme/blokvarme,,97.25,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/halvmaanen-39-4300-holbaek-03160525__39_______?udbud=fd0355bc-3f6b-43c9-b8d9-cb45b15c9571
",5.245.000 kr.," Halvmånen 39, Holbæk - Villa på 173 m² - Boligsiden",A2010,0,0,265000,30170,646,,5,2673,2004,,1-,,2,varmepumpe,,173.85,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/noerrevang-6-7870-roslev-07790619___6_______?udbud=e6f5611b-9099-4ffb-9bc3-b05ee75315e9
",295.000 kr.," Nørrevang 6, Durup, Roslev - Villa på 110 m² - Boligsiden",E,0,0,25000,2010,989,,3,1080,1953,1980,1-,,1,fjernvarme/blokvarme,,146.75,,Fibercement uden asbest,,,,,,,
"https://www.boligsiden.dk/adresse/lyngen-3-6000-kolding-06215041___3_______?udbud=3c3b1022-bfe7-4977-89b3-13f83ae01f22
",1.745.000 kr.," Lyngen 3, Bramdrupdam, Kolding - Villa på 80 m² - Boligsiden",D,0,0,90000,16580,700,,4,2617,1955,,1-,,1,fjernvarme/blokvarme,,105.25,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/bymosevej-3b-8210-aarhus-v-07511026__3b_______?udbud=8057aa1d-feef-4c77-877b-3ef0f765b501
",2.548.000 kr.," Bymosevej 3B, Hasle, Aarhus V - Rækkehus på 103 m² - Boligsiden",C,0,0,130000,24738,825,,4,2332,1986,,1-,,1,fjernvarme/blokvarme,,103,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/hasselvej-18-1-2830-virum-01730322__18__1____?udbud=931e255d-b3a2-4fba-ab6d-e1bd5ad8a40c
",5.995.000 kr.," Hasselvej 18, 1., Virum - Villalejlighed på 114 m² - Boligsiden",D,0,0,300000,52588,671,1,5,4908,1938,,2-1,,1,centralvarme med én fyringsenhed,,,,Tagpap med stor hældning,,,,,,,
"https://www.boligsiden.dk/adresse/maaloev-hovedgade-56-0-th-2760-maaloev-01510778__56_st__th?udbud=8c7cfeee-5144-425b-833b-7298cc67a679
",1.495.000 kr.," Måløv Hovedgade 56, st. th., Måløv - Ejerlejlighed på 57 m² - Boligsiden",D,0,0,75000,26228,,0,2,3181,1948,1975,3-0,,1,fjernvarme/blokvarme,,,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/mudillesvej-17-2605-broendby-01530024__17_______?udbud=4ed281c0-596c-41fa-9288-2204ba5e0855
",3.795.000 kr.," Mudillesvej 17, Brøndby - Rækkehus på 95 m² - Boligsiden",A2020,0,0,190000,39947,97,,4,4031,2024,,,,,,,,,,,,,,,,
"https://www.boligsiden.dk/adresse/mudillesvej-15-2605-broendby-01530024__15_______?udbud=58524736-e84b-40c0-9e07-d3ae34b80d71
",3.845.000 kr.," Mudillesvej 15, Brøndby - Rækkehus på 106 m² - Boligsiden",A2020,0,0,195000,36274,105,,4,4235,2024,,,,,,,,,,,,,,,,
"https://www.boligsiden.dk/adresse/mudillesvej-39-2605-broendby-01530024__39_______?udbud=8cfb223d-ae6a-4681-9c58-2caf211f917f
",3.895.000 kr.," Mudillesvej 39, Brøndby - Rækkehus på 95 m² - Boligsiden",A2020,0,0,195000,41000,105,,4,4088,2025,,,,,,,,,,,,,,,,
"https://www.boligsiden.dk/adresse/strandvejen-10-9640-farsoe-08201251__10_______?udbud=56e3931b-8915-46dc-8b13-9bf57a69147a
",4.250.000 kr.," Strandvejen 10, Hvalpsund, Farsø - Fritidsbolig på 207 m² - Boligsiden",,0,0,215000,23035,2428,,6,1785,1969,1997,1-,,2,elvarme,,184.5,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/oelstvadbrovej-65-8940-randers-sv-07302515__65_______?udbud=8725d7da-cbf8-46c3-a366-be6f03f3d264
",1.295.000 kr.," Ølstvadbrovej 65, Randers SV - Villa på 249 m² - Boligsiden",F,0,0,65000,4893,6476,,7,2046,1911,2015,1-,,2,centralvarme med én fyringsenhed,,264.65,,Metal,,,,,,,
"https://www.boligsiden.dk/adresse/naestegaardvaenget-6-8830-tjele-07911108___6_______?udbud=5dfc517d-d220-4dc3-ae82-2b909b3481e0
",1.395.000 kr.," Næstegårdvænget 6, Løvel, Tjele - Villa på 117 m² - Boligsiden",D,0,0,70000,11606,929,,4,1633,1977,,1-,,1,centralvarme med én fyringsenhed,,120.2,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/noerresti-12-4780-stege-03901175__12_______?udbud=b7be75b9-6ffa-4bf8-9bee-03509bfd6775
",2.195.000 kr.," Nørresti 12, Stege - Villa på 223 m² - Boligsiden",C,0,0,110000,9568,943,,6,2657,1972,,1-,,3,fjernvarme/blokvarme,,229.4,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/fjeldstedvej-35-2650-hvidovre-01672479__35_______?udbud=f122f613-c61e-42f5-9c85-c64fcdd8c209
",4.995.000 kr.," Fjeldstedvej 35, Hvidovre - Villa på 117 m² - Boligsiden",D,0,0,250000,40859,875,,4,4575,1965,,1-,,1,centralvarme med én fyringsenhed,,122.25,,Metal,,,,,,,
"https://www.boligsiden.dk/adresse/gjelstensaasen-221-3650-oelstykke-02400285_221_______?udbud=fa70e963-1168-4cbf-800b-438fb154d520
",5.195.000 kr.," Gjelstensåsen 221, Ølstykke - Villa på 149 m² - Boligsiden",B,0,0,260000,33248,804,,5,4177,2016,,1-,,2,centralvarme med én fyringsenhed,,156.25,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/roerkaer-4-2765-smoerum-02400744___4_______?udbud=59ea2262-a988-4a91-880c-aedeb725fb74
",4.495.000 kr.," Rørkær 4, Smørumnedre, Smørum - Villa på 133 m² - Boligsiden",C,0,0,225000,32549,795,,4,4439,1968,,1-,,2,centralvarme med én fyringsenhed,,138.1,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/frederikssundsvej-129a-2-th-2700-broenshoej-01011964129a__2__th?udbud=277c505c-8770-466d-9d68-df5969ba3014
",2.150.000 kr.," Frederikssundsvej 129A, 2. th., Brønshøj - Ejerlejlighed på 57 m² - Boligsiden",D,0,0,110000,37719,,2,2,2606,1934,,4-2,,1,fjernvarme/blokvarme,,,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/nitivej-14-3-th-2000-frederiksberg-01470583__14__3__th?udbud=bf81c752-6cfb-4cb2-bee0-c8b4cb49e98a
",4.395.000 kr.," Nitivej 14, 3. th., Frederiksberg - Ejerlejlighed på 85 m² - Boligsiden",B,0,0,220000,51706,,3,3,5126,1997,,5-3,,1,fjernvarme/blokvarme,,,,Tagpap med stor hældning,,,,,,,
"https://www.boligsiden.dk/adresse/mudillesvej-45-2605-broendby-01530024__45_______?udbud=ed1731ff-3f64-48f6-9f6f-48357b71d38e
",3.895.000 kr.," Mudillesvej 45, Brøndby - Rækkehus på 95 m² - Boligsiden",A2020,0,0,195000,41000,105,,4,4088,2025,,,,,,,,,,,,,,,,
"https://www.boligsiden.dk/adresse/mudillesvej-51-2605-broendby-01530024__51_______?udbud=3ada234c-01da-44df-925e-be3c071896a5
",3.895.000 kr.," Mudillesvej 51, Brøndby - Rækkehus på 95 m² - Boligsiden",A2020,0,0,195000,41000,105,,4,4088,2025,,,,,,,,,,,,,,,,
"https://www.boligsiden.dk/adresse/soenderbyvej-24-6950-ringkoebing-07602012__24_______?udbud=9d30ec81-f429-4f09-9d2b-3b9f102cef00
",5.498.000 kr.," Sønderbyvej 24, Holmsland, Ringkøbing - Landejendom på 198 m² - Boligsiden",A2015,239,0,275000,10310,69374,,5,3588,2016,,1-,,2,varmepumpe,,533.25,,Tagpap med stor hældning,,,,,,,
"https://www.boligsiden.dk/adresse/serbiensgade-2-1-th-2300-koebenhavn-s-01016336___2__1__th?udbud=9272781e-2301-431a-bcea-a8dca4d5bb1a
",2.795.000 kr.," Serbiensgade 2, 1. th., København S - Ejerlejlighed på 57 m² - Boligsiden",D,0,0,140000,49035,,1,2,4256,1916,,5-1,,1,fjernvarme/blokvarme,,,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/svinehavevej-23-9330-dronninglund-08101783__23_______?udbud=4da3af18-15aa-4e94-a653-754e4d4f9600
",2.295.000 kr.," Svinehavevej 23, Flauenskjold, Dronninglund - Landejendom på 75 m² - Boligsiden",G,0,0,115000,30600,155516,,,600,1880,1980,1-,,1,centralvarme med én fyringsenhed,,75,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/guldagervej-18-6710-esbjerg-v-05612772__18_______?udbud=51c7a1a5-044c-4b35-ac3a-7c6152f7318d
",12.900.000 kr.," Guldagervej 18, Hjerting, Esbjerg V - Villa på 296 m² - Boligsiden",C,0,0,645000,40401,23689,,7,3862,1994,2005,1-,,2,centralvarme med én fyringsenhed,,319.3,,Betontagsten,,,,,,,
"https://www.boligsiden.dk/adresse/teglgaardsparken-144-8882-faarvang-07401791_144_______?udbud=1ab649be-6f60-4474-8292-e5a4e90fc5e1
",998.000 kr.," Teglgårdsparken 144, Truust, Fårvang - Fritidsbolig på 85 m² - Boligsiden",,119,0,50000,11741,1192,,4,1229,1974,,1-,,1,elvarme,,85,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/elmehusene-86-2600-glostrup-01650087__86_______?udbud=aee3296e-d801-4b21-ace0-096396050797
",2.495.000 kr.," Elmehusene 86, Glostrup - Rækkehus på 96 m² - Boligsiden",C,0,0,125000,25590,117,,4,2758,1968,1985,2-,,1,fjernvarme/blokvarme,,97.5,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/boegesvinget-32-2740-skovlunde-01510531__32_______?udbud=a64b553a-9f7d-4292-a6ef-508ccc157e0d
",3.495.000 kr.," Bøgesvinget 32, Skovlunde - Rækkehus på 112 m² - Boligsiden",C,140,0,175000,31039,231,,4,4364,1963,,1-,,2,centralvarme med én fyringsenhed,,112.6,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/strandvaenget-3-4760-vordingborg-03901633___3_______?udbud=1deb9dd5-5b65-44fc-9f12-b8d2f6a7a4dd
",995.000 kr.," Strandvænget 3, Vordingborg - Villa på 96 m² - Boligsiden",E,0,0,50000,10051,712,,4,1726,1954,,1-,,1,fjernvarme/blokvarme,,99,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/rs-hansensvej-17-4520-svinninge-03161281__17_______?udbud=d2c49118-ad97-4472-b8f0-e1f90b857b3f
",1.750.000 kr.," Rs Hansensvej 17, Svinninge - Villa på 160 m² - Boligsiden",D,0,0,90000,9921,751,,4,1679,1969,,1-,,2,centralvarme med én fyringsenhed,,176.4,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/de-mezas-vej-15-0-tv-8000-aarhus-c-07511385__15_st__tv?udbud=86fe2a74-cbde-446e-9793-700b36ec50a5
",2.450.000 kr.," De Mezas Vej 15, st. tv., Aarhus C - Ejerlejlighed på 59 m² - Boligsiden",C,0,0,125000,41525,,0,2,2741,1918,,5-0,,1,fjernvarme/blokvarme,,,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/aabjergvaenget-56-7480-vildbjerg-06571381__56_______?udbud=95b22ec7-b1d9-464d-9d07-51c1503d3536
",5.495.000 kr.," Åbjergvænget 56, Vildbjerg - Villa på 316 m² - Boligsiden",A2020,0,0,275000,17028,1200,,8,2961,2023,,1-,,2,fjernvarme/blokvarme,,322.7,,Tagpap med lille hældning,,,,,,,
"https://www.boligsiden.dk/adresse/christian-x's-vej-12h-8260-viby-j-07511252_12h_______?udbud=a946a8f9-5a43-4c08-819c-6e7fc83e28df
",945.000 kr.," Christian X's Vej 12H, Viby J - Ejerlejlighed på 30 m² - Boligsiden",C,0,0,50000,31500,,,1,1517,1969,,2-,,1,fjernvarme/blokvarme,,,,Tagpap med lille hældning,,,,,,,
"https://www.boligsiden.dk/adresse/roennevangshusene-63-1-th-2630-taastrup-01696605__63__1__th?udbud=8a200262-f388-4c3b-a205-4ce2a725b023
",2.595.000 kr.," Rønnevangshusene 63, 1. th., Taastrup - Ejerlejlighed på 96 m² - Boligsiden",D,0,0,130000,27031,,1,4,4481,1970,,3-1,,1,fjernvarme/blokvarme,,,,Betontagsten,,,,,,,
"https://www.boligsiden.dk/adresse/christmas-moellers-vej-1-1-3-5200-odense-v-04611287___1__1___3?udbud=31ebd632-60b6-46ac-9089-ed93cc55fdab
",1.295.000 kr.," Christmas Møllers Vej 1, 1. 3., Odense V - Ejerlejlighed på 70 m² - Boligsiden",G,164,0,65000,18500,,1,3,2572,1940,,3-1,,1,fjernvarme/blokvarme,,,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/smalbyvej-20-9700-broenderslev-08101636__20_______?udbud=d44ffb56-b950-43fd-b07b-3a365c9ce6b5
",1.895.000 kr.," Smalbyvej 20, Brønderslev - Villa på 148 m² - Boligsiden",D,0,0,95000,10885,777,,5,1722,1950,2011,1-,,2,fjernvarme/blokvarme,,174.1,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/maelkevej-5-4220-korsoer-03301132___5_______?udbud=61b69284-e142-4c05-a684-925b7542109f
",1.595.000 kr.," Mælkevej 5, Korsør - Villa på 193 m² - Boligsiden",D,349,0,80000,9732,1065,,7,1475,1966,,1-,,2,centralvarme med én fyringsenhed,,163.9,,Tagpap med lille hældning,,,,,,,
"https://www.boligsiden.dk/adresse/mariendalsvej-50f-1-th-2000-frederiksberg-01470541_50f__1__th?udbud=f20a788b-1292-4ee3-857a-678d1b87b69e
",4.595.000 kr.," Mariendalsvej 50F, 1. th., Frederiksberg - Ejerlejlighed på 93 m² - Boligsiden",B,0,0,230000,49409,,1,3,5061,1995,,5-1,,1,fjernvarme/blokvarme,,,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/rosenlundsgade-2-0-tv-9000-aalborg-08516793___2_st__tv?udbud=9f50ccf1-78bb-4dca-97d1-d81c3b6b9ad8
",1.595.000 kr.," Rosenlundsgade 2, st. tv., Aalborg - Ejerlejlighed på 79 m² - Boligsiden",C,334,0,80000,20190,,0,2,2917,2001,1991,4-0,,1,fjernvarme/blokvarme,,,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/sudergade-9f-0-3000-helsingoer-02178378__9f_st____?udbud=1409f03e-8cc3-4d2a-b758-2dcf5db8eae7
",2.295.000 kr.," Sudergade 9F, st., Helsingør - Ejerlejlighed på 63 m² - Boligsiden",G,0,0,115000,36429,,0,2,2540,1780,1987,2-0,,1,elvarme,,,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/spaettevej-16-8654-bryrup-07401681__16_______?udbud=3a097020-585b-49cf-bc9a-dd6a082509f6
",1.795.000 kr.," Spættevej 16, Bryrup - Villa på 195 m² - Boligsiden",D,64,0,90000,9457,1005,,5,1297,1980,1985,1-,,2,centralvarme med én fyringsenhed,,189.8,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/toldbodvej-66-7000-fredericia-06078626__66_______?udbud=c97c39b0-51ed-414d-9d34-4bc69423b2f3
",7.995.000 kr.," Toldbodvej 66, Snoghøj, Fredericia - Villa på 297 m² - Boligsiden",C,0,0,25000,27512,2138,,7,7517,1973,2005,1-,,2,fjernvarme/blokvarme,,290.6,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/holmbaekvejen-2a-9940-laesoe-08250138__2a_______?udbud=6586d466-1c77-4e26-825d-3c048640db9d
",1.995.000 kr.," Holmbækvejen 2A, Vesterø Havn, Læsø - Villa på 112 m² - Boligsiden",B,0,0,100000,17812,866,,4,1585,2007,,1-,,2,centralvarme med én fyringsenhed,,112,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/tjoernekrogen-2-2820-gentofte-01570867___2_______?udbud=e33c8d36-a9e7-4ef0-9ebd-254e53b17fd8
",10.495.000 kr.," Tjørnekrogen 2, Gentofte - Villa på 140 m² - Boligsiden",D,197,0,525000,58517,736,,5,6986,1926,,1-,,1,centralvarme med én fyringsenhed,,179.35,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/margot-nyholms-vej-5-3220-tisvildeleje-02701080___5_______?udbud=e2771ac6-5798-47e4-92fa-1845dd6d2507
",8.995.000 kr.," Margot Nyholms Vej 5, Tisvildeleje - Fritidsbolig på 97 m² - Boligsiden",,0,0,450000,102216,2997,,6,4781,1951,,1-,,1,elvarme,,88,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/parkvej-56-7700-thisted-07875588__56_______?udbud=b08cd2ef-cb86-4cdb-8d5a-527f8e4c3b69
",1.495.000 kr.," Parkvej 56, Vilsund, Thisted - Villa på 162 m² - Boligsiden",D,101,0,75000,8642,782,,5,1508,1977,1998,1-,,1,centralvarme med én fyringsenhed,,173,,Betontagsten,,,,,,,
"https://www.boligsiden.dk/adresse/korsholmvej-5-9574-baelum-08400486___5_______?udbud=6a26a387-2dc6-475d-862a-aadd20217167
",1.895.000 kr.," Korsholmvej 5, Bælum - Villa på 210 m² - Boligsiden",C,0,0,95000,8928,5326,,6,1902,1935,1975,1-,,2,centralvarme med én fyringsenhed,,212.25,,Fibercement uden asbest,,,,,,,
"https://www.boligsiden.dk/adresse/hallandsparken-102-2630-taastrup-01692520_102_______?udbud=d5f47fa1-ac77-4a92-8dd0-3a9e4ee376fb
",3.095.000 kr.," Hallandsparken 102, Høje Taastrup, Taastrup - Rækkehus på 116 m² - Boligsiden",B,0,0,155000,25965,151,,5,3071,1978,,2-,,2,fjernvarme/blokvarme,,119.2,,Betontagsten,,,,,,,
"https://www.boligsiden.dk/adresse/dunkerquegade-1-2-tv-2150-nordhavn-01011374___1__2__tv?udbud=a52f5b4c-7a92-4c52-91d2-74feed65e8cd
",3.995.000 kr.," Dunkerquegade 1, 2. tv., Nordhavn - Ejerlejlighed på 59 m² - Boligsiden",A2015,224,0,200000,67712,,2,2,3125,2015,,6-2,,1,fjernvarme/blokvarme,,,,Andet materiale,,,,,,,
"https://www.boligsiden.dk/adresse/m-christensens-vej-21-9480-loekken-08602164__21_______?udbud=746e5f5f-0b05-437a-b6c7-874a9f297571
",2.495.000 kr.," M Christensens Vej 21, Åsendrup, Løkken - Fritidsbolig på 80 m² - Boligsiden",,0,0,125000,28678,1384,,4,1935,1965,1998,1-,,1,varmepumpe,,87,,Tagpap med lille hældning,,,,,,,
"https://www.boligsiden.dk/adresse/skelbaekvej-11a-4300-holbaek-03161366_11a_______?udbud=45ee4c3d-8f83-42f6-83d6-98d98440ff2f
",5.995.000 kr.," Skelbækvej 11A, Holbæk - Villa på 321 m² - Boligsiden",A2010,148,0,300000,19246,1072,,8,3624,1890,1989,1-,,4,varmepumpe,,311.5,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/frederikskaj-2e-6-2450-koebenhavn-sv-01011958__2e__6____?udbud=5f68ed1a-a294-4253-8123-8f5d2f9b655d
",7.495.000 kr.," Frederikskaj 2E, 6., København SV - Ejerlejlighed på 117 m² - Boligsiden",A2015,0,0,375000,64060,,6,4,5386,2016,,8-6,,1,fjernvarme/blokvarme,,,,Tagpap med stor hældning,,,,,,,
"https://www.boligsiden.dk/adresse/langkaergaardvaenget-35-5270-odense-n-04614785__35_______?udbud=ba340335-0569-418a-9cc5-aaebeac0f7b4
",3.895.000 kr.," Langkærgårdvænget 35, Næsbyhoved-Broby, Odense N - Villa på 234 m² - Boligsiden",B,0,0,195000,15776,1179,,4,2615,2007,,1-,,2,fjernvarme/blokvarme,,246.9,,Betontagsten,,,,,,,
"https://www.boligsiden.dk/adresse/solvejen-35-8250-egaa-07517716__35_______?udbud=92705f05-0dc0-40eb-ad1c-5f65673cc31c
",4.698.000 kr.," Solvejen 35, Egå - Rækkehus på 144 m² - Boligsiden",C,0,0,235000,31916,479,,5,3490,1965,1974,1-,,1,fjernvarme/blokvarme,,147.2,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/noergaardsvej-23-1-tv-2800-kongens-lyngby-01730626__23__1__tv?udbud=9fc95d95-6c1e-4419-a802-b5be51f5cd38
",2.550.000 kr.," Nørgaardsvej 23, 1. tv., Kongens Lyngby - Ejerlejlighed på 61 m² - Boligsiden",D,0,0,130000,41803,,1,2,4652,1938,,3-1,,1,fjernvarme/blokvarme,,,,Tagpap med stor hældning,,,,,,,
"https://www.boligsiden.dk/adresse/naestvedvej-305-4760-vordingborg-03901163_305_______?udbud=142d1fa4-f2fb-42d1-86ae-53960dfa9449
",1.095.000 kr.," Næstvedvej 305, Vordingborg - Villa på 173 m² - Boligsiden",D,0,0,55000,6329,12775,,5,1974,1900,2003,1-,,2,centralvarme med én fyringsenhed,,173,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/nordbakken-27-7130-juelsminde-07661001__27_______?udbud=62a2a79a-98e8-441e-9e1a-acde10a05df8
",2.495.000 kr.," Nordbakken 27, Glud, Juelsminde - Villa på 163 m² - Boligsiden",A2010,166,0,125000,14092,1215,,5,1775,2012,,1-,,2,varmepumpe,,177.05,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/kytterupvej-12-6990-ulfborg-06610577__12_______?udbud=a6776378-97a8-4394-a167-668bc7f726f2
",3.795.000 kr.," Kytterupvej 12, Ulfborg - Landejendom på 260 m² - Boligsiden",E,307,0,25000,13253,91118,,7,2513,1935,2000,1-,,2,varmepumpe,,286.35,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/hellevangen-44-2760-maaloev-01510739__44_______?udbud=b5b04956-a251-46b8-8b20-05e414bd62ed
",7.495.000 kr.," Hellevangen 44, Måløv - Villa på 216 m² - Boligsiden",C,0,0,375000,62251,692,,4,3682,1963,,1-,,2,centralvarme med én fyringsenhed,,120.4,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/boegevej-9-8800-viborg-07911295___9_______?udbud=d9de4c86-8821-419d-8cde-8d9691e90caa
",3.095.000 kr.," Bøgevej 9, Viborg - Villa på 161 m² - Boligsiden",C,0,0,155000,15394,567,,6,2723,1927,2012,1-,,3,fjernvarme/blokvarme,,201.05,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/solderupvej-21-6270-toender-05501507__21_______?udbud=8e1ef8d6-0a4e-4bcf-a1f6-5d9c83d121d0
",695.000 kr.," Solderupvej 21, Hostrup, Tønder - Villa på 128 m² - Boligsiden",D,0,0,35000,5092,1023,,5,953,1972,,1-,,2,centralvarme med én fyringsenhed,,136.5,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/bystaevnet-32-5474-veflinge-04800161__32_______?udbud=0f173ecc-e26a-475c-a8db-196132775b77
",995.000 kr.," Bystævnet 32, Veflinge - Villa på 116 m² - Boligsiden",D,0,0,50000,7752,642,,4,1299,1972,1991,1-,,1,centralvarme med én fyringsenhed,,128.35,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/moselodden-6-9370-hals-08511414___6_______?udbud=a09de012-1059-48b0-b75a-e6c84f3fa883
",1.595.000 kr.," Moselodden 6, Hou, Hals - Fritidsbolig på 105 m² - Boligsiden",,334,0,80000,17489,1050,,5,2277,2005,,1-,,1,varmepumpe,,91.2,,Tagpap med stor hældning,,,,,,,
"https://www.boligsiden.dk/adresse/egeskoven-240-2-1-2600-glostrup-01610087_240__2___1?udbud=0ad6b111-e285-4a38-bfa1-d9fcfff7f698
",1.195.000 kr.," Egeskoven 240, 2. 1., Glostrup - Andelsbolig på 97 m² - Boligsiden",C,0,0,,12320,1946,2,3,8923,1988,2003,2-2,,1,fjernvarme/blokvarme,,,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/slagelsevej-41-6000-kolding-06217493__41_______?udbud=b49c833e-8366-45e6-aae9-c50f51905029
",2.095.000 kr.," Slagelsevej 41, Kolding - Villa på 108 m² - Boligsiden",C,0,0,105000,18976,770,,4,1858,1969,,1-,,2,fjernvarme/blokvarme,,110.4,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/teglgaardsvej-25-2-th-7620-lemvig-06652153__25__2__th?udbud=16fa9b97-0d76-4b1b-9e21-1c5da75bc5c4
",3.995.000 kr.," Teglgårdsvej 25, 2. th., Lemvig - Ejerlejlighed på 125 m² - Boligsiden",B,0,0,200000,31960,5527,2,3,2774,2007,,3-2,,2,fjernvarme/blokvarme,,,,Tagpap med stor hældning,,,,,,,
"https://www.boligsiden.dk/adresse/oust-moellevej-27-8920-randers-nv-07301535__27_______?udbud=fcfca5b3-9d81-42b3-9330-13888b6d0fe9
",3.500.000 kr.," Oust Møllevej 27, Randers NV - Villa på 374 m² - Boligsiden",,0,0,175000,9358,113500,,13,4133,1675,,,,,,,,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/viking-banke-66-9990-skagen-08132894__66_______?udbud=f19c02cd-dad9-40b2-aa18-8aecfb8ada55
",2.995.000 kr.," Viking Banke 66, Skagen - Fritidsbolig på 70 m² - Boligsiden",,255,0,150000,41947,900,,4,3148,1979,2009,1-,,1,elvarme,,71.4,,Betontagsten,,,,,,,
"https://www.boligsiden.dk/adresse/hybenvej-17-3500-vaerloese-01900283__17_______?udbud=e53a7fa1-77c3-4656-951e-347dbafaf432
",8.750.000 kr.," Hybenvej 17, Værløse - Villa på 198 m² - Boligsiden",C,0,0,440000,38967,1008,,7,6755,1968,1976,1-,,3,centralvarme med én fyringsenhed,,224.55,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/skolekrogen-14-3500-vaerloese-01900530__14_______?udbud=33016c53-0737-4f84-ab7d-0e7e6beb9783
",5.995.000 kr.," Skolekrogen 14, Værløse - Villa på 153 m² - Boligsiden",C,0,0,300000,38185,1035,,5,5069,1985,,1-,,2,centralvarme med én fyringsenhed,,157,,Fibercement herunder asbest,,,,,,,
